#chr	strand	start	end	annotation
1	*	3332430	3333999	enhancer
1	*	3356250	3357014	enhancer
1	*	3406739	3407244	enhancer
1	*	3421168	3421538	enhancer
1	*	3422599	3423106	enhancer
1	*	3423576	3424094	enhancer
1	*	3446349	3446748	enhancer
1	*	3482642	3482993	enhancer
1	*	3522939	3523253	enhancer
1	*	3523316	3523972	enhancer
1	*	3547928	3548107	enhancer
1	*	3549085	3549246	enhancer
1	*	3700173	3700699	enhancer
1	*	3749283	3749763	enhancer
1	*	3759590	3759779	enhancer
1	*	3770349	3770691	enhancer
1	*	3773248	3773381	enhancer
1	*	3773414	3773950	enhancer
1	*	3774056	3774205	enhancer
1	*	3774338	3774689	enhancer
1	*	3774901	3775168	enhancer
1	*	3775297	3776290	enhancer
1	*	3886003	3886135	enhancer
1	*	3886182	3886510	enhancer
1	*	3924277	3925253	enhancer
1	*	3934765	3935058	enhancer
1	*	3943153	3943746	enhancer
1	*	3960172	3960636	enhancer
1	*	4007355	4007703	enhancer
1	*	4017283	4017530	enhancer
1	*	4058912	4059312	enhancer
1	*	4062125	4062570	enhancer
1	*	4076826	4077143	enhancer
1	*	4081753	4082169	enhancer
1	*	4082489	4082795	enhancer
1	*	4085566	4085897	enhancer
1	*	4088663	4088945	enhancer
1	*	4096483	4096920	enhancer
1	*	4096968	4097440	enhancer
1	*	4101257	4101587	enhancer
1	*	4103181	4103767	enhancer
1	*	4109594	4109700	enhancer
1	*	4113025	4113335	enhancer
1	*	4114027	4114198	enhancer
1	*	4114317	4114756	enhancer
1	*	4132258	4132619	enhancer
1	*	4151160	4152719	enhancer
1	*	4168021	4168205	enhancer
1	*	4190355	4190571	enhancer
1	*	4191031	4191834	enhancer
1	*	4192227	4192589	enhancer
1	*	4211543	4212146	enhancer
1	*	4225046	4225511	enhancer
1	*	4233043	4233293	enhancer
1	*	4266571	4267191	enhancer
1	*	4292583	4292862	enhancer
1	*	4319454	4319777	enhancer
1	*	4337936	4338229	enhancer
1	*	4338989	4339318	enhancer
1	*	4339607	4339787	enhancer
1	*	4340209	4340559	enhancer
1	*	4373074	4373606	enhancer
1	*	4414639	4414982	enhancer
1	*	4477964	4478241	enhancer
1	*	4527219	4528017	enhancer
1	*	4531685	4532007	enhancer
1	*	4532139	4532426	enhancer
1	*	4534953	4535253	enhancer
1	*	4535747	4535982	enhancer
1	*	4536029	4536439	enhancer
1	*	4537273	4537572	enhancer
1	*	4539360	4539781	enhancer
1	*	4540178	4540340	enhancer
1	*	4579882	4580393	enhancer
1	*	4580862	4581216	enhancer
1	*	4584513	4584794	enhancer
1	*	4585318	4585817	enhancer
1	*	4586495	4586732	enhancer
1	*	4587255	4587722	enhancer
1	*	4608036	4608221	enhancer
1	*	4648639	4648946	enhancer
1	*	4655741	4656040	enhancer
1	*	4656770	4657250	enhancer
1	*	4676341	4676819	enhancer
1	*	4698443	4698630	enhancer
1	*	4698718	4699040	enhancer
1	*	4768409	4768617	enhancer
1	*	4768773	4769180	enhancer
1	*	4770782	4770920	enhancer
1	*	4771250	4771650	enhancer
1	*	4771777	4771936	enhancer
1	*	4833220	4833480	enhancer
1	*	4879099	4880005	enhancer
1	*	4889634	4890009	enhancer
1	*	4894409	4894627	enhancer
1	*	4903952	4904282	enhancer
1	*	4904645	4904898	enhancer
1	*	4905373	4905546	enhancer
1	*	4942346	4942722	enhancer
1	*	4942957	4943053	enhancer
1	*	4944414	4944720	enhancer
1	*	4945385	4946432	enhancer
1	*	4965751	4966179	enhancer
1	*	4966241	4966370	enhancer
1	*	4987460	4987885	enhancer
1	*	4994413	4994775	enhancer
1	*	4995869	4996324	enhancer
1	*	4997859	4998115	enhancer
1	*	4998325	4998976	enhancer
1	*	5005289	5005497	enhancer
1	*	5006258	5006601	enhancer
1	*	5017940	5018386	enhancer
1	*	5031721	5031904	enhancer
1	*	5044122	5044535	enhancer
1	*	5045275	5045489	enhancer
1	*	5048388	5048926	enhancer
1	*	5061169	5061924	enhancer
1	*	5070430	5071534	enhancer
1	*	5102206	5102569	enhancer
1	*	5126179	5126923	enhancer
1	*	5127302	5127649	enhancer
1	*	5131319	5131995	enhancer
1	*	5132143	5132436	enhancer
1	*	5137864	5138434	enhancer
1	*	5145050	5145355	enhancer
1	*	5145630	5145938	enhancer
1	*	5146615	5147296	enhancer
1	*	5151146	5152086	enhancer
1	*	5192753	5192978	enhancer
1	*	5195670	5196270	enhancer
1	*	5196716	5197133	enhancer
1	*	5256405	5257326	enhancer
1	*	5268079	5268842	enhancer
1	*	5281693	5282068	enhancer
1	*	5343774	5344434	enhancer
1	*	5348291	5348934	enhancer
1	*	5349520	5349889	enhancer
1	*	5350377	5350614	enhancer
1	*	5350737	5350885	enhancer
1	*	5360122	5360811	enhancer
1	*	5385923	5387261	enhancer
1	*	5387826	5388286	enhancer
1	*	5395985	5397167	enhancer
1	*	5423031	5423907	enhancer
1	*	5426381	5426692	enhancer
1	*	5634945	5635250	enhancer
1	*	5636420	5636734	enhancer
1	*	5641418	5641913	enhancer
1	*	5642107	5642617	enhancer
1	*	5786130	5786518	enhancer
1	*	5873299	5873736	enhancer
1	*	5876440	5876790	enhancer
1	*	5895549	5896134	enhancer
1	*	5900109	5900320	enhancer
1	*	5931515	5932146	enhancer
1	*	5968082	5968454	enhancer
1	*	6015978	6016617	enhancer
1	*	6049161	6050175	enhancer
1	*	6101952	6102492	enhancer
1	*	6102891	6103103	enhancer
1	*	6139700	6140382	enhancer
1	*	6231927	6232227	enhancer
1	*	6243901	6244598	enhancer
1	*	6266666	6267948	enhancer
1	*	6334309	6334628	enhancer
1	*	6335480	6336168	enhancer
1	*	6391781	6391988	enhancer
1	*	6393244	6393423	enhancer
1	*	6426603	6426959	enhancer
1	*	6445034	6445393	enhancer
1	*	6446124	6446406	enhancer
1	*	6446428	6446771	enhancer
1	*	6447470	6447781	enhancer
1	*	6453488	6453743	enhancer
1	*	6454126	6454398	enhancer
1	*	6456283	6456680	enhancer
1	*	6457003	6457376	enhancer
1	*	6470057	6470321	enhancer
1	*	6494683	6495035	enhancer
1	*	6495055	6495222	enhancer
1	*	6499009	6499359	enhancer
1	*	6511496	6512144	enhancer
1	*	6512244	6512864	enhancer
1	*	6513341	6513724	enhancer
1	*	6619562	6619667	enhancer
1	*	6619955	6620282	enhancer
1	*	6634627	6634869	enhancer
1	*	6636596	6637090	enhancer
1	*	6639640	6639869	enhancer
1	*	6640952	6641284	enhancer
1	*	6641369	6641666	enhancer
1	*	6641757	6642036	enhancer
1	*	6655191	6655617	enhancer
1	*	6656004	6656302	enhancer
1	*	6669368	6669867	enhancer
1	*	6670338	6670629	enhancer
1	*	6674007	6674504	enhancer
1	*	6675404	6675718	enhancer
1	*	6675883	6675957	enhancer
1	*	6699485	6699726	enhancer
1	*	6711633	6711985	enhancer
1	*	6712266	6712817	enhancer
1	*	6731063	6731390	enhancer
1	*	6781115	6781487	enhancer
1	*	6853677	6854060	enhancer
1	*	6855673	6855975	enhancer
1	*	6862100	6862479	enhancer
1	*	6862537	6863330	enhancer
1	*	6864918	6865102	enhancer
1	*	6865459	6866068	enhancer
1	*	6866195	6866360	enhancer
1	*	6867116	6867421	enhancer
1	*	6867851	6868449	enhancer
1	*	6879826	6880042	enhancer
1	*	6882370	6882638	enhancer
1	*	6883036	6883506	enhancer
1	*	6884471	6884811	enhancer
1	*	6910768	6911125	enhancer
1	*	6964871	6965345	enhancer
1	*	6968935	6969093	enhancer
1	*	7020545	7020722	enhancer
1	*	7037827	7038809	enhancer
1	*	7041348	7042145	enhancer
1	*	7059957	7060277	enhancer
1	*	7065920	7066419	enhancer
1	*	7139374	7139724	enhancer
1	*	7139927	7140305	enhancer
1	*	7141363	7141640	enhancer
1	*	7149512	7150890	enhancer
1	*	7235613	7236344	enhancer
1	*	7240628	7240812	enhancer
1	*	7269969	7270247	enhancer
1	*	7270319	7270908	enhancer
1	*	7319760	7320366	enhancer
1	*	7320654	7320855	enhancer
1	*	7321164	7321466	enhancer
1	*	7322579	7323132	enhancer
1	*	7334104	7334686	enhancer
1	*	7335418	7335792	enhancer
1	*	7336034	7336223	enhancer
1	*	7339350	7339892	enhancer
1	*	7340264	7341164	enhancer
1	*	7341386	7342565	enhancer
1	*	7343990	7344108	enhancer
1	*	7348332	7348792	enhancer
1	*	7350317	7350817	enhancer
1	*	7368326	7369373	enhancer
1	*	7369691	7370040	enhancer
1	*	7393681	7393916	enhancer
1	*	7405901	7406246	enhancer
1	*	7408046	7408347	enhancer
1	*	7456626	7456900	enhancer
1	*	7506341	7506690	enhancer
1	*	7539998	7540398	enhancer
1	*	7540559	7540779	enhancer
1	*	7600646	7600879	enhancer
1	*	7637831	7638131	enhancer
1	*	7638256	7638358	enhancer
1	*	7660603	7661276	enhancer
1	*	7687822	7688004	enhancer
1	*	7698988	7699620	enhancer
1	*	7699928	7700530	enhancer
1	*	7702903	7703676	enhancer
1	*	7708301	7708692	enhancer
1	*	7739630	7740113	enhancer
1	*	7757527	7757707	enhancer
1	*	7762444	7762627	enhancer
1	*	7763552	7763842	enhancer
1	*	7824242	7824399	enhancer
1	*	7832575	7833141	enhancer
1	*	7834115	7834385	enhancer
1	*	7850929	7851708	enhancer
1	*	7889872	7890178	enhancer
1	*	7932347	7932605	enhancer
1	*	7944171	7944307	enhancer
1	*	7944359	7944752	enhancer
1	*	7946424	7946550	enhancer
1	*	7961656	7962136	enhancer
1	*	7974589	7974952	enhancer
1	*	7974954	7975875	enhancer
1	*	7990972	7991401	enhancer
1	*	7991548	7991875	enhancer
1	*	7992219	7992653	enhancer
1	*	8004462	8004862	enhancer
1	*	8007742	8007889	enhancer
1	*	8008797	8008970	enhancer
1	*	8009326	8009789	enhancer
1	*	8010547	8011111	enhancer
1	*	8011969	8012253	enhancer
1	*	8035122	8035317	enhancer
1	*	8037018	8037393	enhancer
1	*	8038992	8039328	enhancer
1	*	8039479	8040007	enhancer
1	*	8041293	8041627	enhancer
1	*	8042348	8042572	enhancer
1	*	8059254	8059764	enhancer
1	*	8108988	8109318	enhancer
1	*	8113950	8114582	enhancer
1	*	8140844	8141606	enhancer
1	*	8144997	8145580	enhancer
1	*	8159080	8159389	enhancer
1	*	8163115	8163248	enhancer
1	*	8166218	8166704	enhancer
1	*	8179201	8179302	enhancer
1	*	8190568	8190865	enhancer
1	*	8191883	8192221	enhancer
1	*	8192433	8192586	enhancer
1	*	8193289	8193902	enhancer
1	*	8231710	8232018	enhancer
1	*	8232297	8232426	enhancer
1	*	8267800	8267970	enhancer
1	*	8291958	8292055	enhancer
1	*	8297888	8298670	enhancer
1	*	8298934	8299495	enhancer
1	*	8305282	8305632	enhancer
1	*	8306011	8306189	enhancer
1	*	8307252	8307525	enhancer
1	*	8308165	8308370	enhancer
1	*	8386511	8386986	enhancer
1	*	8449448	8449930	enhancer
1	*	8472939	8473102	enhancer
1	*	8495504	8495832	enhancer
1	*	8524962	8525562	enhancer
1	*	8547790	8548204	enhancer
1	*	8593255	8593573	enhancer
1	*	8598357	8599058	enhancer
1	*	8694711	8695511	enhancer
1	*	8847110	8847486	enhancer
1	*	8853602	8854268	enhancer
1	*	8861250	8861906	enhancer
1	*	8869168	8869590	enhancer
1	*	8888276	8888541	enhancer
1	*	8896887	8897415	enhancer
1	*	8920130	8920356	enhancer
1	*	8924090	8924485	enhancer
1	*	8925098	8925400	enhancer
1	*	8926446	8926883	enhancer
1	*	8927136	8927560	enhancer
1	*	8936841	8937568	enhancer
1	*	8938042	8938440	enhancer
1	*	8954594	8954907	enhancer
1	*	8978055	8978719	enhancer
1	*	8979179	8979738	enhancer
1	*	8980343	8980875	enhancer
1	*	8984787	8985509	enhancer
1	*	8985727	8986288	enhancer
1	*	8987577	8988012	enhancer
1	*	8990244	8990848	enhancer
1	*	8991096	8991528	enhancer
1	*	9001943	9002457	enhancer
1	*	9095108	9095452	enhancer
1	*	9172929	9173199	enhancer
1	*	9202079	9202569	enhancer
1	*	9203735	9204130	enhancer
1	*	9265230	9265614	enhancer
1	*	9273136	9273356	enhancer
1	*	9284654	9285063	enhancer
1	*	9300719	9300900	enhancer
1	*	9307578	9307836	enhancer
1	*	9324882	9325472	enhancer
1	*	9327028	9327488	enhancer
1	*	9334375	9334576	enhancer
1	*	9339834	9340230	enhancer
1	*	9341292	9341471	enhancer
1	*	9345147	9345662	enhancer
1	*	9353544	9353849	enhancer
1	*	9385472	9385685	enhancer
1	*	9419203	9419311	enhancer
1	*	9419295	9419582	enhancer
1	*	9446070	9446783	enhancer
1	*	9454248	9455384	enhancer
1	*	9461745	9462012	enhancer
1	*	9478357	9478945	enhancer
1	*	9562361	9562550	enhancer
1	*	9565791	9566139	enhancer
1	*	9651258	9651605	enhancer
1	*	9730087	9730515	enhancer
1	*	9787426	9787773	enhancer
1	*	9809021	9809145	enhancer
1	*	9810517	9810827	enhancer
1	*	9812678	9812841	enhancer
1	*	9822311	9822585	enhancer
1	*	9823325	9823594	enhancer
1	*	9829728	9830183	enhancer
1	*	9831096	9831554	enhancer
1	*	9831641	9832266	enhancer
1	*	9832317	9832951	enhancer
1	*	9849552	9850549	enhancer
1	*	9867446	9868164	enhancer
1	*	9884195	9885109	enhancer
1	*	9885130	9886153	enhancer
1	*	9892581	9892969	enhancer
1	*	9895947	9896455	enhancer
1	*	9911348	9911818	enhancer
1	*	9917609	9918128	enhancer
1	*	9919500	9919706	enhancer
1	*	9938093	9938293	enhancer
1	*	9949807	9950492	enhancer
1	*	9952708	9953151	enhancer
1	*	9953772	9954252	enhancer
1	*	9954504	9954768	enhancer
1	*	9975521	9975895	enhancer
1	*	9989747	9989953	enhancer
1	*	9991423	9992115	enhancer
1	*	10000309	10000828	enhancer
1	*	10000917	10001378	enhancer
1	*	10065355	10065728	enhancer
1	*	10143507	10144021	enhancer
1	*	10145773	10146212	enhancer
1	*	10182756	10182972	enhancer
1	*	10204841	10205081	enhancer
1	*	10232893	10233260	enhancer
1	*	10237330	10237626	enhancer
1	*	10239137	10239312	enhancer
1	*	10240975	10241166	enhancer
1	*	10246614	10247116	enhancer
1	*	10247158	10247677	enhancer
1	*	10262739	10262900	enhancer
1	*	10267001	10267445	enhancer
1	*	10267542	10267930	enhancer
1	*	10268214	10268438	enhancer
1	*	10297181	10297934	enhancer
1	*	10353719	10354314	enhancer
1	*	10355422	10355652	enhancer
1	*	10363096	10363692	enhancer
1	*	10364905	10365466	enhancer
1	*	10366723	10367124	enhancer
1	*	10370034	10370226	enhancer
1	*	10373990	10374482	enhancer
1	*	10450209	10450707	enhancer
1	*	10456168	10456702	enhancer
1	*	10489545	10490172	enhancer
1	*	10497760	10498125	enhancer
1	*	10499305	10499683	enhancer
1	*	10503013	10503195	enhancer
1	*	10520224	10520549	enhancer
1	*	10523211	10523461	enhancer
1	*	10535153	10535526	enhancer
1	*	10540873	10541143	enhancer
1	*	10544661	10544910	enhancer
1	*	10555180	10555369	enhancer
1	*	10569257	10569635	enhancer
1	*	10573520	10574001	enhancer
1	*	10574405	10574638	enhancer
1	*	10590500	10590860	enhancer
1	*	10617093	10617383	enhancer
1	*	10620230	10621019	enhancer
1	*	10621151	10621747	enhancer
1	*	10622364	10622834	enhancer
1	*	10631911	10632378	enhancer
1	*	10683011	10683349	enhancer
1	*	10684838	10685290	enhancer
1	*	10685561	10686007	enhancer
1	*	10692737	10693430	enhancer
1	*	10701951	10702387	enhancer
1	*	10703235	10703608	enhancer
1	*	10703701	10704017	enhancer
1	*	10707683	10707919	enhancer
1	*	10708306	10708581	enhancer
1	*	10709291	10709791	enhancer
1	*	10713480	10713942	enhancer
1	*	10723263	10723811	enhancer
1	*	10756513	10757037	enhancer
1	*	10792466	10792834	enhancer
1	*	10794970	10795421	enhancer
1	*	10803294	10803539	enhancer
1	*	10803789	10803945	enhancer
1	*	10826780	10827435	enhancer
1	*	10850633	10851080	enhancer
1	*	10851804	10852151	enhancer
1	*	10954232	10954674	enhancer
1	*	10956285	10956732	enhancer
1	*	10958670	10959197	enhancer
1	*	10963343	10963809	enhancer
1	*	10966767	10967231	enhancer
1	*	11013408	11013762	enhancer
1	*	11037329	11037697	enhancer
1	*	11058902	11059361	enhancer
1	*	11060084	11060333	enhancer
1	*	11062381	11062707	enhancer
1	*	11074979	11075222	enhancer
1	*	11109981	11110142	enhancer
1	*	11113878	11114166	enhancer
1	*	11135075	11135227	enhancer
1	*	11185414	11185646	enhancer
1	*	11196373	11196674	enhancer
1	*	11196915	11197443	enhancer
1	*	11197681	11198018	enhancer
1	*	11204652	11205359	enhancer
1	*	11210733	11211103	enhancer
1	*	11211165	11211421	enhancer
1	*	11214298	11214815	enhancer
1	*	11226074	11226721	enhancer
1	*	11300660	11300945	enhancer
1	*	11384362	11384596	enhancer
1	*	11426767	11427247	enhancer
1	*	11427349	11427658	enhancer
1	*	11439865	11440514	enhancer
1	*	11453248	11453687	enhancer
1	*	11454794	11455212	enhancer
1	*	11472443	11473580	enhancer
1	*	11493945	11494189	enhancer
1	*	11494771	11494923	enhancer
1	*	11495273	11495520	enhancer
1	*	11545536	11546023	enhancer
1	*	11549631	11550292	enhancer
1	*	11570562	11570798	enhancer
1	*	11572074	11572290	enhancer
1	*	11573512	11573964	enhancer
1	*	11585292	11585565	enhancer
1	*	11592226	11592670	enhancer
1	*	11598259	11598935	enhancer
1	*	11601056	11601578	enhancer
1	*	11616218	11616552	enhancer
1	*	11619598	11620517	enhancer
1	*	11623020	11623144	enhancer
1	*	11655987	11656240	enhancer
1	*	11670596	11670812	enhancer
1	*	11698761	11699027	enhancer
1	*	11726813	11727006	enhancer
1	*	11765678	11766193	enhancer
1	*	11770106	11770794	enhancer
1	*	11771196	11771771	enhancer
1	*	11782215	11782311	enhancer
1	*	11804248	11804358	enhancer
1	*	11806916	11807152	enhancer
1	*	11807322	11807523	enhancer
1	*	11808514	11808733	enhancer
1	*	11816205	11816698	enhancer
1	*	11818893	11819148	enhancer
1	*	11819348	11819602	enhancer
1	*	11820128	11820314	enhancer
1	*	11823268	11823520	enhancer
1	*	11824194	11824595	enhancer
1	*	11829523	11830048	enhancer
1	*	11830799	11831494	enhancer
1	*	11837608	11837978	enhancer
1	*	11859928	11860378	enhancer
1	*	11874395	11874904	enhancer
1	*	11926854	11927344	enhancer
1	*	11929433	11929739	enhancer
1	*	12001699	12002042	enhancer
1	*	12050020	12050298	enhancer
1	*	12050394	12050937	enhancer
1	*	12051000	12051420	enhancer
1	*	12056154	12056335	enhancer
1	*	12056405	12056698	enhancer
1	*	12088865	12089368	enhancer
1	*	12096340	12096735	enhancer
1	*	12097130	12097447	enhancer
1	*	12182739	12182978	enhancer
1	*	12184030	12184448	enhancer
1	*	12217163	12217374	enhancer
1	*	12217837	12218311	enhancer
1	*	12228546	12228767	enhancer
1	*	12238883	12239985	enhancer
1	*	12254943	12255236	enhancer
1	*	12295515	12295636	enhancer
1	*	12296077	12296383	enhancer
1	*	12342619	12342954	enhancer
1	*	12349238	12349476	enhancer
1	*	12474432	12474678	enhancer
1	*	12478139	12478488	enhancer
1	*	12582451	12583053	enhancer
1	*	12625042	12625424	enhancer
1	*	12638726	12639074	enhancer
1	*	12706729	12707005	enhancer
1	*	12839933	12840581	enhancer
1	*	12915241	12915552	enhancer
1	*	12921000	12921148	enhancer
1	*	12924878	12925184	enhancer
1	*	12967767	12968125	enhancer
1	*	12985885	12986343	enhancer
1	*	12986344	12987298	enhancer
1	*	13014710	13014998	enhancer
1	*	13029321	13030242	enhancer
1	*	13047297	13047763	enhancer
1	*	13050662	13051096	enhancer
1	*	13115353	13116064	enhancer
1	*	13118632	13118950	enhancer
1	*	13140291	13141040	enhancer
1	*	13141255	13141906	enhancer
1	*	13145950	13146481	enhancer
1	*	13154349	13154691	enhancer
1	*	13203172	13203812	enhancer
1	*	13210460	13210880	enhancer
1	*	13314012	13314277	enhancer
1	*	13350123	13350350	enhancer
1	*	13357926	13358134	enhancer
1	*	13358541	13358771	enhancer
1	*	13452877	13453731	enhancer
1	*	13458003	13458274	enhancer
1	*	13464317	13464544	enhancer
1	*	13496674	13497049	enhancer
1	*	13530577	13530717	enhancer
1	*	13811613	13811890	enhancer
1	*	13999675	14000383	enhancer
1	*	14026888	14027425	enhancer
1	*	14030395	14030806	enhancer
1	*	14147426	14148185	enhancer
1	*	14149233	14149565	enhancer
1	*	14163708	14163899	enhancer
1	*	14165216	14165721	enhancer
1	*	14169671	14169976	enhancer
1	*	14305339	14305700	enhancer
1	*	14305906	14305998	enhancer
1	*	14484084	14484210	enhancer
1	*	15587225	15587460	enhancer
1	*	15880231	15880776	enhancer
1	*	15895103	15895317	enhancer
1	*	15906742	15907001	enhancer
1	*	15922370	15923033	enhancer
1	*	15949577	15949778	enhancer
1	*	16130411	16130617	enhancer
1	*	16131411	16131749	enhancer
1	*	16142266	16142522	enhancer
1	*	16431915	16432148	enhancer
1	*	16560621	16561046	enhancer
1	*	16643376	16643865	enhancer
1	*	16667038	16667280	enhancer
1	*	16686741	16686946	enhancer
1	*	16769588	16769775	enhancer
1	*	16771364	16771708	enhancer
1	*	16792899	16793309	enhancer
1	*	16877596	16878027	enhancer
1	*	16895854	16896069	enhancer
1	*	16900578	16901119	enhancer
1	*	16928917	16929713	enhancer
1	*	16930531	16930802	enhancer
1	*	16937026	16937343	enhancer
1	*	16964722	16965346	enhancer
1	*	17062254	17062773	enhancer
1	*	17063499	17063965	enhancer
1	*	17069406	17069773	enhancer
1	*	17129918	17130303	enhancer
1	*	17189495	17189748	enhancer
1	*	17218790	17219130	enhancer
1	*	17219570	17220288	enhancer
1	*	17222912	17223350	enhancer
1	*	17226293	17227094	enhancer
1	*	17227425	17227675	enhancer
1	*	17235212	17235613	enhancer
1	*	17235912	17236261	enhancer
1	*	17241929	17242231	enhancer
1	*	17242510	17242781	enhancer
1	*	17243071	17243245	enhancer
1	*	17247004	17247366	enhancer
1	*	17253046	17253286	enhancer
1	*	17253343	17254293	enhancer
1	*	17268148	17268237	enhancer
1	*	17268288	17268717	enhancer
1	*	17288210	17288770	enhancer
1	*	17289567	17289824	enhancer
1	*	17290954	17291326	enhancer
1	*	17295149	17295689	enhancer
1	*	17296274	17296762	enhancer
1	*	17464116	17464838	enhancer
1	*	17476173	17476396	enhancer
1	*	17499749	17499959	enhancer
1	*	17527720	17528008	enhancer
1	*	17560527	17560741	enhancer
1	*	17561196	17561373	enhancer
1	*	17623276	17623457	enhancer
1	*	17628243	17628423	enhancer
1	*	17628957	17629207	enhancer
1	*	17631842	17632221	enhancer
1	*	17641277	17641662	enhancer
1	*	17695519	17695881	enhancer
1	*	17701147	17701361	enhancer
1	*	17702442	17702973	enhancer
1	*	17731518	17732196	enhancer
1	*	17764232	17764663	enhancer
1	*	17765136	17765411	enhancer
1	*	17826006	17826546	enhancer
1	*	17845480	17845700	enhancer
1	*	17858386	17858735	enhancer
1	*	17899404	17899687	enhancer
1	*	17916791	17916911	enhancer
1	*	17920793	17922144	enhancer
1	*	18028778	18029148	enhancer
1	*	18031386	18031729	enhancer
