#chr	strand	start	end	annotation
2	*	1937516	1937734	enhancer
2	*	1968169	1968332	enhancer
2	*	1991291	1991564	enhancer
2	*	2017447	2017620	enhancer
2	*	2027214	2027503	enhancer
2	*	2034236	2034616	enhancer
2	*	2080389	2080803	enhancer
2	*	2178831	2179043	enhancer
2	*	2285016	2285282	enhancer
2	*	2291385	2291898	enhancer
2	*	2312648	2312871	enhancer
2	*	2313398	2313500	enhancer
2	*	2735560	2735845	enhancer
2	*	2737515	2738030	enhancer
2	*	2756535	2756707	enhancer
2	*	2921364	2921573	enhancer
2	*	2930498	2931578	enhancer
2	*	2979870	2980133	enhancer
2	*	3313921	3314139	enhancer
2	*	3314403	3314659	enhancer
2	*	3314666	3315084	enhancer
2	*	3377928	3378419	enhancer
2	*	3985846	3986803	enhancer
2	*	4005885	4006478	enhancer
2	*	4021000	4021293	enhancer
2	*	4077412	4077603	enhancer
2	*	4130291	4130481	enhancer
2	*	4141569	4141788	enhancer
2	*	4144979	4145284	enhancer
2	*	4415804	4416271	enhancer
2	*	4416355	4417093	enhancer
2	*	4458152	4458400	enhancer
2	*	4477460	4477882	enhancer
2	*	5018695	5018868	enhancer
2	*	5049539	5049849	enhancer
2	*	5052776	5053421	enhancer
2	*	5214344	5214696	enhancer
2	*	5543660	5543975	enhancer
2	*	5664003	5664236	enhancer
2	*	5835897	5836208	enhancer
2	*	5864307	5865135	enhancer
2	*	5872566	5872844	enhancer
2	*	5923493	5923708	enhancer
2	*	6025371	6026454	enhancer
2	*	6026814	6027042	enhancer
2	*	6181155	6181536	enhancer
2	*	6315614	6316255	enhancer
2	*	6345954	6346689	enhancer
2	*	6356885	6357379	enhancer
2	*	6392634	6393372	enhancer
2	*	6405329	6405726	enhancer
2	*	6443751	6444228	enhancer
2	*	6455802	6456100	enhancer
2	*	6512687	6513032	enhancer
2	*	6523554	6523925	enhancer
2	*	6546872	6547068	enhancer
2	*	6547129	6547503	enhancer
2	*	6561219	6561483	enhancer
2	*	6645414	6645588	enhancer
2	*	6686492	6686835	enhancer
2	*	6693469	6693670	enhancer
2	*	6707982	6708373	enhancer
2	*	6708734	6709082	enhancer
2	*	6799005	6799539	enhancer
2	*	6807300	6807510	enhancer
2	*	6807525	6807964	enhancer
2	*	6808379	6808767	enhancer
2	*	6868991	6869271	enhancer
2	*	6876051	6876820	enhancer
2	*	6877565	6877835	enhancer
2	*	6880813	6881254	enhancer
2	*	6894556	6895089	enhancer
2	*	6895409	6895837	enhancer
2	*	6896264	6896508	enhancer
2	*	6917413	6917827	enhancer
2	*	7052933	7053424	enhancer
2	*	7053429	7053783	enhancer
2	*	7054258	7054702	enhancer
2	*	7055007	7055275	enhancer
2	*	7056124	7056551	enhancer
2	*	7057240	7057515	enhancer
2	*	7125045	7125230	enhancer
2	*	7125661	7126169	enhancer
2	*	7150123	7150627	enhancer
2	*	7188425	7188730	enhancer
2	*	7201510	7202120	enhancer
2	*	7219504	7219940	enhancer
2	*	7223225	7223453	enhancer
2	*	7223543	7224145	enhancer
2	*	7238978	7239313	enhancer
2	*	7239627	7239871	enhancer
2	*	7240004	7240304	enhancer
2	*	7245024	7246493	enhancer
2	*	7254391	7254642	enhancer
2	*	7258697	7259061	enhancer
2	*	7259883	7260224	enhancer
2	*	7260266	7260696	enhancer
2	*	7260916	7261235	enhancer
2	*	7303350	7303980	enhancer
2	*	7320777	7321003	enhancer
2	*	7442419	7442905	enhancer
2	*	7492150	7492542	enhancer
2	*	7493254	7494072	enhancer
2	*	7525285	7526344	enhancer
2	*	7580262	7580469	enhancer
2	*	7580498	7580760	enhancer
2	*	7596311	7596382	enhancer
2	*	7596590	7596905	enhancer
2	*	7597086	7597627	enhancer
2	*	7598161	7598316	enhancer
2	*	7603904	7604312	enhancer
2	*	7629315	7629496	enhancer
2	*	7629946	7630287	enhancer
2	*	7633384	7633630	enhancer
2	*	7640157	7640593	enhancer
2	*	7701011	7701624	enhancer
2	*	7720859	7721179	enhancer
2	*	7806852	7807128	enhancer
2	*	7830915	7831794	enhancer
2	*	7835007	7835361	enhancer
2	*	7846719	7847187	enhancer
2	*	7854190	7854278	enhancer
2	*	7854564	7854629	enhancer
2	*	7874838	7875094	enhancer
2	*	7890174	7890640	enhancer
2	*	7895861	7896029	enhancer
2	*	7896587	7897115	enhancer
2	*	7897729	7897879	enhancer
2	*	7901178	7901707	enhancer
2	*	7905357	7905823	enhancer
2	*	7943662	7944091	enhancer
2	*	7957831	7958263	enhancer
2	*	7973545	7973732	enhancer
2	*	7976524	7976754	enhancer
2	*	7994851	7995290	enhancer
2	*	7995338	7995768	enhancer
2	*	8013422	8013743	enhancer
2	*	8024746	8025088	enhancer
2	*	8030711	8031435	enhancer
2	*	8036777	8037525	enhancer
2	*	8053239	8053640	enhancer
2	*	8054081	8054406	enhancer
2	*	8101951	8102461	enhancer
2	*	8105202	8105342	enhancer
2	*	8106253	8106655	enhancer
2	*	8178991	8179342	enhancer
2	*	8187287	8187523	enhancer
2	*	8202683	8202980	enhancer
2	*	8210463	8211158	enhancer
2	*	8211325	8211757	enhancer
2	*	8215224	8215770	enhancer
2	*	8215821	8216414	enhancer
2	*	8219713	8220129	enhancer
2	*	8232217	8232526	enhancer
2	*	8232912	8233239	enhancer
2	*	8269118	8269657	enhancer
2	*	8352643	8353490	enhancer
2	*	8388694	8389016	enhancer
2	*	8429649	8430096	enhancer
2	*	8450740	8450920	enhancer
2	*	8471386	8471947	enhancer
2	*	8541323	8541526	enhancer
2	*	8541775	8542014	enhancer
2	*	8542162	8542455	enhancer
2	*	8543765	8544380	enhancer
2	*	8548563	8548768	enhancer
2	*	8551683	8552292	enhancer
2	*	8552516	8552847	enhancer
2	*	8556242	8556659	enhancer
2	*	8557606	8557819	enhancer
2	*	8578099	8578426	enhancer
2	*	8579162	8580107	enhancer
2	*	8585484	8585678	enhancer
2	*	8648959	8649645	enhancer
2	*	8657087	8657567	enhancer
2	*	8668264	8668527	enhancer
2	*	8672853	8673917	enhancer
2	*	8682250	8682606	enhancer
2	*	8708387	8708728	enhancer
2	*	8710112	8710932	enhancer
2	*	8711165	8711266	enhancer
2	*	8852836	8853258	enhancer
2	*	8877844	8877994	enhancer
2	*	8897403	8897666	enhancer
2	*	8911471	8911680	enhancer
2	*	8918139	8918363	enhancer
2	*	8942447	8943007	enhancer
2	*	9028730	9029295	enhancer
2	*	9060455	9060559	enhancer
2	*	9076882	9077366	enhancer
2	*	9092307	9092623	enhancer
2	*	9110183	9110337	enhancer
2	*	9233061	9233460	enhancer
2	*	9261069	9261292	enhancer
2	*	9430539	9430990	enhancer
2	*	9431092	9431414	enhancer
2	*	9456541	9457391	enhancer
2	*	9457534	9457744	enhancer
2	*	9511309	9511931	enhancer
2	*	9516944	9517766	enhancer
2	*	9517860	9518182	enhancer
2	*	9520561	9521289	enhancer
2	*	9523034	9523333	enhancer
2	*	9552648	9553061	enhancer
2	*	9561042	9561198	enhancer
2	*	9561551	9562088	enhancer
2	*	9562658	9563120	enhancer
2	*	9568191	9568987	enhancer
2	*	9614836	9615010	enhancer
2	*	9615325	9615652	enhancer
2	*	9616188	9616589	enhancer
2	*	9631148	9632044	enhancer
2	*	9642464	9643187	enhancer
2	*	9649124	9649287	enhancer
2	*	9675069	9675418	enhancer
2	*	9675631	9676341	enhancer
2	*	9687566	9687896	enhancer
2	*	9688451	9689042	enhancer
2	*	9701954	9702263	enhancer
2	*	9702458	9702902	enhancer
2	*	9710348	9710888	enhancer
2	*	9721687	9721921	enhancer
2	*	9784130	9784901	enhancer
2	*	9790305	9790679	enhancer
2	*	9796350	9796542	enhancer
2	*	9802832	9803492	enhancer
2	*	9819582	9819966	enhancer
2	*	9823533	9823939	enhancer
2	*	9868490	9869090	enhancer
2	*	9872683	9873035	enhancer
2	*	9881584	9882241	enhancer
2	*	9908220	9908621	enhancer
2	*	9909235	9909842	enhancer
2	*	9920512	9920907	enhancer
2	*	9921985	9922277	enhancer
2	*	9926768	9927151	enhancer
2	*	9935014	9935363	enhancer
2	*	9946494	9946991	enhancer
2	*	9981268	9981574	enhancer
2	*	9983059	9983244	enhancer
2	*	10051531	10051916	enhancer
2	*	10059116	10059667	enhancer
2	*	10069059	10069618	enhancer
2	*	10073398	10073596	enhancer
2	*	10073783	10074192	enhancer
2	*	10074414	10074790	enhancer
2	*	10074999	10075393	enhancer
2	*	10083606	10084765	enhancer
2	*	10106242	10106718	enhancer
2	*	10114524	10114901	enhancer
2	*	10115418	10115839	enhancer
2	*	10117863	10118093	enhancer
2	*	10119417	10119900	enhancer
2	*	10119993	10120361	enhancer
2	*	10129977	10130328	enhancer
2	*	10146407	10146660	enhancer
2	*	10165343	10165622	enhancer
2	*	10165760	10165848	enhancer
2	*	10256242	10256547	enhancer
2	*	10272320	10272894	enhancer
2	*	10297642	10298410	enhancer
2	*	10306945	10307066	enhancer
2	*	10307916	10308518	enhancer
2	*	10325924	10326345	enhancer
2	*	10326458	10326656	enhancer
2	*	10337054	10337235	enhancer
2	*	10425987	10426350	enhancer
2	*	10441244	10441552	enhancer
2	*	10444559	10444795	enhancer
2	*	10470107	10470359	enhancer
2	*	10490170	10490750	enhancer
2	*	10522573	10522665	enhancer
2	*	10534553	10534847	enhancer
2	*	10540869	10541083	enhancer
2	*	10555152	10555298	enhancer
2	*	10568141	10568467	enhancer
2	*	10679191	10679569	enhancer
2	*	10686610	10687163	enhancer
2	*	10693743	10693983	enhancer
2	*	10708178	10708415	enhancer
2	*	10754548	10755199	enhancer
2	*	10824857	10825568	enhancer
2	*	10936516	10936842	enhancer
2	*	10944873	10945575	enhancer
2	*	11016674	11017123	enhancer
2	*	11085644	11085993	enhancer
2	*	11146979	11147502	enhancer
2	*	11175656	11175982	enhancer
2	*	11176057	11176501	enhancer
2	*	11191236	11191398	enhancer
2	*	11221174	11221802	enhancer
2	*	11271117	11271629	enhancer
2	*	11302197	11302369	enhancer
2	*	11310788	11310876	enhancer
2	*	11350882	11351403	enhancer
2	*	11353854	11354549	enhancer
2	*	11357628	11358074	enhancer
2	*	11358906	11359583	enhancer
2	*	11359725	11359878	enhancer
2	*	11363258	11363625	enhancer
2	*	11374212	11374696	enhancer
2	*	11385772	11386444	enhancer
2	*	11395751	11395873	enhancer
2	*	11423851	11424097	enhancer
2	*	11441423	11441605	enhancer
2	*	11500172	11500461	enhancer
2	*	11509501	11509693	enhancer
2	*	11548069	11549056	enhancer
2	*	11643964	11644408	enhancer
2	*	11646526	11646754	enhancer
2	*	11654071	11654294	enhancer
2	*	11654691	11654808	enhancer
2	*	11663282	11663689	enhancer
2	*	11683272	11684326	enhancer
2	*	11688480	11689044	enhancer
2	*	11689206	11689451	enhancer
2	*	11771266	11771849	enhancer
2	*	11812803	11813705	enhancer
2	*	11827543	11827895	enhancer
2	*	11829112	11829498	enhancer
2	*	11829632	11830061	enhancer
2	*	11858416	11858649	enhancer
2	*	11863897	11864006	enhancer
2	*	11890602	11890949	enhancer
2	*	11899022	11899204	enhancer
2	*	11908428	11908865	enhancer
2	*	11941688	11941891	enhancer
2	*	11946527	11947060	enhancer
2	*	11947173	11948380	enhancer
2	*	11949812	11950083	enhancer
2	*	11959972	11960286	enhancer
2	*	11960375	11960565	enhancer
2	*	11981504	11981795	enhancer
2	*	11996530	11996771	enhancer
2	*	11997238	11997777	enhancer
2	*	12002152	12003122	enhancer
2	*	12017217	12018243	enhancer
2	*	12018542	12018936	enhancer
2	*	12019783	12020051	enhancer
2	*	12021412	12021650	enhancer
2	*	12024954	12025983	enhancer
2	*	12026189	12026410	enhancer
2	*	12026459	12026584	enhancer
2	*	12073365	12073643	enhancer
2	*	12073969	12074585	enhancer
2	*	12091006	12091651	enhancer
2	*	12107141	12107620	enhancer
2	*	12108044	12108600	enhancer
2	*	12109243	12110036	enhancer
2	*	12111206	12111627	enhancer
2	*	12112578	12112897	enhancer
2	*	12120532	12120826	enhancer
2	*	12123208	12123778	enhancer
2	*	12137564	12137895	enhancer
2	*	12145323	12145926	enhancer
2	*	12152099	12152833	enhancer
2	*	12175471	12175778	enhancer
2	*	12175890	12176137	enhancer
2	*	12185765	12185998	enhancer
2	*	12190604	12190838	enhancer
2	*	12196652	12197070	enhancer
2	*	12197201	12197517	enhancer
2	*	12198230	12198364	enhancer
2	*	12202602	12202938	enhancer
2	*	12204679	12205074	enhancer
2	*	12205562	12205999	enhancer
2	*	12223871	12224560	enhancer
2	*	12225059	12225363	enhancer
2	*	12225509	12225919	enhancer
2	*	12232664	12233319	enhancer
2	*	12233798	12234580	enhancer
2	*	12259196	12259780	enhancer
2	*	12273206	12273500	enhancer
2	*	12274808	12275054	enhancer
2	*	12280927	12281102	enhancer
2	*	12282103	12282317	enhancer
2	*	12310442	12310795	enhancer
2	*	12328814	12329409	enhancer
2	*	12351454	12351597	enhancer
2	*	12351655	12351917	enhancer
2	*	12353455	12353803	enhancer
2	*	12374154	12374358	enhancer
2	*	12376179	12376420	enhancer
2	*	12376533	12376740	enhancer
2	*	12380392	12381314	enhancer
2	*	12386690	12386848	enhancer
2	*	12412419	12412811	enhancer
2	*	12413316	12413638	enhancer
2	*	12419385	12420098	enhancer
2	*	12420620	12420891	enhancer
2	*	12421334	12421562	enhancer
2	*	12422461	12422641	enhancer
2	*	12430151	12430494	enhancer
2	*	12435409	12435977	enhancer
2	*	12436470	12436882	enhancer
2	*	12495197	12495565	enhancer
2	*	12495768	12496160	enhancer
2	*	12506241	12506556	enhancer
2	*	12518114	12518381	enhancer
2	*	12524309	12524518	enhancer
2	*	12562388	12562504	enhancer
2	*	12781255	12781648	enhancer
2	*	12787871	12788287	enhancer
2	*	12788557	12788764	enhancer
2	*	12809410	12809659	enhancer
2	*	12816269	12816735	enhancer
2	*	12816820	12817209	enhancer
2	*	12817522	12817816	enhancer
2	*	12828960	12829415	enhancer
2	*	12829768	12830432	enhancer
2	*	12830781	12831312	enhancer
2	*	12882545	12882924	enhancer
2	*	12897815	12897975	enhancer
2	*	12898253	12899087	enhancer
2	*	12899159	12899397	enhancer
2	*	12924830	12925102	enhancer
2	*	12938955	12939770	enhancer
2	*	12946295	12946662	enhancer
2	*	12975338	12976177	enhancer
2	*	12986624	12986917	enhancer
2	*	12987559	12987747	enhancer
2	*	12997190	12998032	enhancer
2	*	13018651	13019217	enhancer
2	*	13137005	13137561	enhancer
2	*	13229919	13230394	enhancer
2	*	13231131	13231446	enhancer
2	*	13231579	13231889	enhancer
2	*	13233620	13233980	enhancer
2	*	13244911	13245130	enhancer
2	*	13245785	13246125	enhancer
2	*	13246207	13246310	enhancer
2	*	13246852	13247395	enhancer
2	*	13275265	13275523	enhancer
2	*	13300942	13301277	enhancer
2	*	13309473	13309690	enhancer
2	*	13310829	13311238	enhancer
2	*	13312034	13312527	enhancer
2	*	13316104	13316439	enhancer
2	*	13316703	13317460	enhancer
2	*	13371138	13371634	enhancer
2	*	13376254	13376511	enhancer
2	*	13446472	13446902	enhancer
2	*	13528417	13528716	enhancer
2	*	13622906	13623458	enhancer
2	*	13630129	13630301	enhancer
2	*	13630429	13630674	enhancer
2	*	13645648	13646687	enhancer
2	*	13648593	13649039	enhancer
2	*	13738993	13739455	enhancer
2	*	13768921	13769233	enhancer
2	*	13804965	13805287	enhancer
2	*	13822967	13823373	enhancer
2	*	13875539	13876677	enhancer
2	*	13911502	13911908	enhancer
2	*	13913052	13913633	enhancer
2	*	13971387	13972207	enhancer
2	*	14118823	14119393	enhancer
2	*	14123357	14123444	enhancer
2	*	14137172	14137542	enhancer
2	*	14330897	14331626	enhancer
2	*	14332100	14332500	enhancer
2	*	14335960	14336080	enhancer
2	*	14336562	14337312	enhancer
2	*	14395473	14396198	enhancer
2	*	14468533	14468781	enhancer
2	*	14487961	14488303	enhancer
2	*	14488495	14488764	enhancer
2	*	14538537	14540226	enhancer
2	*	14553478	14553762	enhancer
2	*	14586545	14586746	enhancer
2	*	14587703	14587916	enhancer
2	*	14593515	14594352	enhancer
2	*	14594769	14594991	enhancer
2	*	14598940	14599176	enhancer
2	*	14599993	14600376	enhancer
2	*	14646730	14646988	enhancer
2	*	14680494	14680737	enhancer
2	*	14681078	14681334	enhancer
2	*	14687422	14688063	enhancer
2	*	14692313	14692455	enhancer
2	*	14692915	14693011	enhancer
2	*	14693599	14693850	enhancer
2	*	14735080	14736226	enhancer
2	*	14749837	14750302	enhancer
2	*	14780206	14780743	enhancer
2	*	14852684	14852953	enhancer
2	*	14879349	14880126	enhancer
2	*	14887902	14889222	enhancer
2	*	14907482	14908409	enhancer
2	*	14908532	14908918	enhancer
2	*	14931417	14931879	enhancer
2	*	14953404	14953683	enhancer
2	*	15005728	15005827	enhancer
2	*	15005955	15006201	enhancer
2	*	15006334	15006641	enhancer
2	*	15007871	15008197	enhancer
2	*	15008464	15008769	enhancer
2	*	15009469	15009977	enhancer
2	*	15010048	15010430	enhancer
2	*	15057916	15058100	enhancer
2	*	15062411	15063084	enhancer
2	*	15080763	15081376	enhancer
2	*	15081698	15082207	enhancer
2	*	15088061	15088427	enhancer
2	*	15093791	15094172	enhancer
2	*	15098985	15100676	enhancer
2	*	15100873	15101012	enhancer
2	*	15132487	15132987	enhancer
2	*	15139508	15139913	enhancer
2	*	15140090	15140450	enhancer
2	*	15148805	15149307	enhancer
2	*	15155100	15155295	enhancer
2	*	15155584	15155821	enhancer
2	*	15188679	15189097	enhancer
2	*	15189477	15190364	enhancer
2	*	15220927	15221185	enhancer
2	*	15253044	15253599	enhancer
2	*	15254059	15254437	enhancer
2	*	15254633	15254996	enhancer
2	*	15255460	15255831	enhancer
2	*	15255938	15256077	enhancer
2	*	15275029	15275365	enhancer
2	*	15276131	15276608	enhancer
2	*	15280690	15280908	enhancer
2	*	15284081	15284483	enhancer
2	*	15296424	15296859	enhancer
2	*	15372893	15373312	enhancer
2	*	15374945	15375426	enhancer
2	*	15375882	15376172	enhancer
2	*	15377065	15377469	enhancer
2	*	15388307	15388830	enhancer
2	*	15442128	15442460	enhancer
2	*	15446828	15446945	enhancer
2	*	15447542	15447921	enhancer
2	*	15448087	15448473	enhancer
2	*	15449071	15449408	enhancer
2	*	15476964	15477206	enhancer
2	*	15477338	15477406	enhancer
2	*	15494327	15494552	enhancer
2	*	15518774	15519171	enhancer
2	*	15519722	15520142	enhancer
2	*	15520388	15520728	enhancer
2	*	15520948	15521187	enhancer
2	*	15564447	15564754	enhancer
2	*	15565092	15565476	enhancer
2	*	15565562	15566059	enhancer
2	*	15574000	15574349	enhancer
2	*	15597147	15597313	enhancer
2	*	15631735	15632184	enhancer
2	*	15632717	15633230	enhancer
2	*	15634013	15634780	enhancer
2	*	15683955	15684197	enhancer
2	*	15688250	15688523	enhancer
2	*	15689088	15689691	enhancer
2	*	15690964	15691127	enhancer
2	*	15713910	15714186	enhancer
2	*	15771546	15771924	enhancer
2	*	15773915	15774524	enhancer
2	*	15785129	15785405	enhancer
2	*	15785727	15785999	enhancer
2	*	15874573	15875386	enhancer
2	*	15885757	15886116	enhancer
2	*	15931035	15931728	enhancer
2	*	15931819	15932176	enhancer
2	*	15940025	15940470	enhancer
2	*	15959817	15959910	enhancer
2	*	15960355	15961120	enhancer
2	*	15961258	15961613	enhancer
2	*	15961778	15962306	enhancer
2	*	15962541	15963020	enhancer
2	*	15968884	15969263	enhancer
2	*	15969478	15969944	enhancer
2	*	15977259	15978004	enhancer
2	*	15989415	15989591	enhancer
2	*	16012128	16012873	enhancer
2	*	16016131	16016375	enhancer
2	*	16025353	16025750	enhancer
2	*	16051192	16051312	enhancer
2	*	16051496	16052026	enhancer
2	*	16052154	16052837	enhancer
2	*	16053025	16053287	enhancer
2	*	16062404	16062656	enhancer
2	*	16086080	16086635	enhancer
2	*	16113271	16113440	enhancer
2	*	16126375	16126742	enhancer
2	*	16173669	16173988	enhancer
2	*	16202654	16203007	enhancer
2	*	16270168	16270674	enhancer
2	*	16342438	16342922	enhancer
2	*	16361180	16361428	enhancer
2	*	16361775	16362192	enhancer
2	*	16363455	16363723	enhancer
2	*	16365712	16366398	enhancer
2	*	16371355	16372062	enhancer
2	*	16374293	16374577	enhancer
2	*	16378422	16379044	enhancer
2	*	16379204	16379564	enhancer
2	*	16435223	16435666	enhancer
2	*	16435762	16435984	enhancer
2	*	16442276	16442413	enhancer
2	*	16496968	16497191	enhancer
2	*	16504316	16504669	enhancer
2	*	16517122	16517325	enhancer
2	*	16551786	16552066	enhancer
2	*	16553424	16553825	enhancer
2	*	16554739	16554988	enhancer
2	*	16559876	16560225	enhancer
2	*	16560887	16562567	enhancer
2	*	16565419	16565716	enhancer
2	*	16566026	16566315	enhancer
2	*	16566531	16566916	enhancer
2	*	16586071	16586731	enhancer
2	*	16586765	16587308	enhancer
2	*	16604911	16605280	enhancer
2	*	16606251	16606493	enhancer
2	*	16609368	16609861	enhancer
2	*	16625543	16625834	enhancer
2	*	16639538	16640008	enhancer
2	*	16641307	16641986	enhancer
2	*	16646010	16646168	enhancer
2	*	16647508	16647780	enhancer
2	*	16653153	16653427	enhancer
2	*	16692334	16692701	enhancer
2	*	16694048	16694219	enhancer
2	*	16696595	16697138	enhancer
2	*	16705768	16706353	enhancer
2	*	16759406	16759836	enhancer
2	*	16764095	16764421	enhancer
2	*	16770173	16770673	enhancer
2	*	16800591	16800993	enhancer
2	*	16802635	16802814	enhancer
2	*	16807895	16808324	enhancer
2	*	16815757	16816078	enhancer
2	*	16820672	16821187	enhancer
2	*	16842232	16842570	enhancer
2	*	16842894	16843356	enhancer
2	*	16843369	16843906	enhancer
2	*	16864042	16864488	enhancer
2	*	16875411	16875824	enhancer
2	*	16901330	16901629	enhancer
2	*	16901816	16901971	enhancer
2	*	16919833	16920136	enhancer
2	*	16920204	16920524	enhancer
2	*	16952271	16952612	enhancer
2	*	16953636	16954237	enhancer
2	*	16980472	16980614	enhancer
2	*	17000068	17000382	enhancer
2	*	17007363	17007545	enhancer
2	*	17062025	17062655	enhancer
2	*	17062737	17063084	enhancer
2	*	17068919	17069547	enhancer
2	*	17145835	17146259	enhancer
2	*	17146314	17146505	enhancer
2	*	17147625	17148223	enhancer
2	*	17148249	17148496	enhancer
2	*	17163215	17163403	enhancer
2	*	17163467	17163844	enhancer
2	*	17188805	17189727	enhancer
2	*	17218860	17219414	enhancer
2	*	17236795	17237164	enhancer
2	*	17242124	17242518	enhancer
2	*	17242612	17243035	enhancer
2	*	17247279	17247519	enhancer
2	*	17248935	17249317	enhancer
2	*	17249448	17249785	enhancer
2	*	17250291	17250465	enhancer
2	*	17255272	17255705	enhancer
2	*	17260139	17260710	enhancer
2	*	17260766	17261380	enhancer
2	*	17322954	17323824	enhancer
2	*	17349307	17350021	enhancer
2	*	17369311	17369757	enhancer
2	*	17409928	17410240	enhancer
2	*	17410492	17410712	enhancer
2	*	17443505	17444155	enhancer
2	*	17445055	17445386	enhancer
2	*	17465682	17466009	enhancer
2	*	17477253	17477902	enhancer
2	*	17481770	17482006	enhancer
2	*	17482529	17482733	enhancer
2	*	17482934	17483915	enhancer
2	*	17485284	17485617	enhancer
2	*	17493695	17494251	enhancer
2	*	17502804	17503130	enhancer
2	*	17503195	17503871	enhancer
2	*	17504277	17505138	enhancer
2	*	17508782	17509077	enhancer
2	*	17509753	17510571	enhancer
2	*	17552977	17553346	enhancer
2	*	17568159	17568493	enhancer
2	*	17584714	17584979	enhancer
2	*	17585088	17585854	enhancer
2	*	17599486	17600237	enhancer
2	*	17615496	17616899	enhancer
2	*	17635916	17636282	enhancer
2	*	17667627	17668273	enhancer
2	*	17690772	17690856	enhancer
2	*	17697274	17697572	enhancer
2	*	17722541	17722956	enhancer
2	*	17723608	17723734	enhancer
2	*	17726610	17726963	enhancer
2	*	17741484	17742127	enhancer
2	*	17742732	17743312	enhancer
2	*	17745188	17745533	enhancer
2	*	17746073	17746512	enhancer
2	*	17751470	17752818	enhancer
2	*	17754159	17754459	enhancer
2	*	17835585	17835992	enhancer
2	*	17839185	17839453	enhancer
2	*	17839550	17839922	enhancer
2	*	17840081	17840365	enhancer
2	*	17889258	17889721	enhancer
2	*	17905380	17905957	enhancer
2	*	17906075	17906478	enhancer
2	*	17906652	17907389	enhancer
2	*	17910547	17910849	enhancer
2	*	17931562	17931903	enhancer
2	*	17940081	17940335	enhancer
2	*	17940434	17940767	enhancer
2	*	17940969	17941091	enhancer
2	*	17941946	17942050	enhancer
2	*	17942267	17942598	enhancer
2	*	17942890	17943209	enhancer
2	*	17993615	17993942	enhancer
2	*	18003977	18004667	enhancer
2	*	18004797	18005310	enhancer
2	*	18005629	18005943	enhancer
