#chr	strand	start	end	annotation
5	*	5215383	5216359	enhancer
5	*	5234826	5235110	enhancer
5	*	5235833	5236143	enhancer
5	*	5287738	5288291	enhancer
5	*	5288887	5289460	enhancer
5	*	5380813	5381212	enhancer
5	*	5415057	5415455	enhancer
5	*	5419337	5419659	enhancer
5	*	5419721	5420314	enhancer
5	*	5420441	5420748	enhancer
5	*	5421073	5421702	enhancer
5	*	5436416	5436645	enhancer
5	*	5511247	5511417	enhancer
5	*	5511568	5512165	enhancer
5	*	5517210	5517488	enhancer
5	*	5559584	5560428	enhancer
5	*	5573984	5574435	enhancer
5	*	5674894	5675308	enhancer
5	*	5694380	5694636	enhancer
5	*	5694686	5695037	enhancer
5	*	5695206	5695422	enhancer
5	*	5695887	5696714	enhancer
5	*	5713483	5714305	enhancer
5	*	5797194	5797292	enhancer
5	*	5799123	5800166	enhancer
5	*	5835729	5835974	enhancer
5	*	5838474	5838913	enhancer
5	*	5838935	5839321	enhancer
5	*	5844236	5844482	enhancer
5	*	5879342	5879914	enhancer
5	*	5887283	5887803	enhancer
5	*	5901241	5901787	enhancer
5	*	5914783	5915295	enhancer
5	*	5939241	5939845	enhancer
5	*	6039981	6040114	enhancer
5	*	6045879	6046417	enhancer
5	*	6050034	6050331	enhancer
5	*	6055629	6055908	enhancer
5	*	6063566	6064192	enhancer
5	*	6118532	6118814	enhancer
5	*	6119274	6119574	enhancer
5	*	6119602	6120004	enhancer
5	*	6156943	6157261	enhancer
5	*	6157386	6157676	enhancer
5	*	6169374	6169602	enhancer
5	*	6169908	6170956	enhancer
5	*	6187775	6188324	enhancer
5	*	6188582	6188825	enhancer
5	*	6189308	6189939	enhancer
5	*	6190294	6190678	enhancer
5	*	6215991	6216186	enhancer
5	*	6232131	6232469	enhancer
5	*	6232624	6233004	enhancer
5	*	6280734	6281006	enhancer
5	*	6287558	6288498	enhancer
5	*	6315668	6315792	enhancer
5	*	6319953	6320117	enhancer
5	*	6320462	6320904	enhancer
5	*	6322670	6322980	enhancer
5	*	6382447	6382782	enhancer
5	*	6390186	6390487	enhancer
5	*	6391321	6391620	enhancer
5	*	6391835	6392343	enhancer
5	*	6394615	6395426	enhancer
5	*	6396064	6396342	enhancer
5	*	6397776	6397984	enhancer
5	*	6401296	6401664	enhancer
5	*	6401870	6402225	enhancer
5	*	6420332	6420741	enhancer
5	*	6421308	6421529	enhancer
5	*	6442526	6442843	enhancer
5	*	6473053	6473477	enhancer
5	*	6473513	6473630	enhancer
5	*	6475451	6475632	enhancer
5	*	6477666	6477937	enhancer
5	*	6478168	6478554	enhancer
5	*	6479128	6479389	enhancer
5	*	6593917	6593987	enhancer
5	*	6607203	6607383	enhancer
5	*	6639327	6639501	enhancer
5	*	6641454	6642264	enhancer
5	*	6658060	6658922	enhancer
5	*	6659463	6659745	enhancer
5	*	6664267	6664494	enhancer
5	*	6719017	6719346	enhancer
5	*	6719542	6719888	enhancer
5	*	6727796	6728174	enhancer
5	*	6881242	6881669	enhancer
5	*	6926452	6926565	enhancer
5	*	6977624	6978142	enhancer
5	*	6991176	6991758	enhancer
5	*	7005016	7005811	enhancer
5	*	7045849	7046224	enhancer
5	*	7050019	7050391	enhancer
5	*	7058759	7059266	enhancer
5	*	7060923	7061247	enhancer
5	*	7112951	7113428	enhancer
5	*	7176198	7176509	enhancer
5	*	7179233	7179687	enhancer
5	*	7198411	7199028	enhancer
5	*	7234028	7234167	enhancer
5	*	7248517	7248653	enhancer
5	*	7251788	7252341	enhancer
5	*	7252872	7253148	enhancer
5	*	7269349	7269500	enhancer
5	*	7269639	7269903	enhancer
5	*	7270152	7270543	enhancer
5	*	7271140	7271554	enhancer
5	*	7316554	7316807	enhancer
5	*	7323961	7324173	enhancer
5	*	7324619	7324849	enhancer
5	*	7326989	7327186	enhancer
5	*	7371840	7372272	enhancer
5	*	7381896	7382270	enhancer
5	*	7382768	7383149	enhancer
5	*	7387770	7387994	enhancer
5	*	7416993	7417283	enhancer
5	*	7420894	7421406	enhancer
5	*	7465768	7466040	enhancer
5	*	7466491	7466848	enhancer
5	*	7474364	7475111	enhancer
5	*	7498565	7498866	enhancer
5	*	7499320	7499687	enhancer
5	*	7499989	7500272	enhancer
5	*	7545232	7545515	enhancer
5	*	7549149	7549588	enhancer
5	*	7639073	7639309	enhancer
5	*	7646346	7646843	enhancer
5	*	7667347	7667786	enhancer
5	*	7673029	7673397	enhancer
5	*	7699476	7699908	enhancer
5	*	7700035	7700288	enhancer
5	*	7707245	7707494	enhancer
5	*	7709027	7709372	enhancer
5	*	7725104	7725333	enhancer
5	*	7750831	7750933	enhancer
5	*	7751072	7751428	enhancer
5	*	7754720	7755117	enhancer
5	*	7755196	7755494	enhancer
5	*	7819570	7819805	enhancer
5	*	7823352	7823660	enhancer
5	*	7826455	7826854	enhancer
5	*	7833185	7833569	enhancer
5	*	7844121	7844602	enhancer
5	*	7878329	7878596	enhancer
5	*	7891521	7891854	enhancer
5	*	7892384	7892616	enhancer
5	*	7901989	7902529	enhancer
5	*	7979207	7979660	enhancer
5	*	7990832	7991000	enhancer
5	*	8003380	8003919	enhancer
5	*	8026438	8026682	enhancer
5	*	8046291	8046594	enhancer
5	*	8077103	8078362	enhancer
5	*	8091128	8091581	enhancer
5	*	8103632	8103744	enhancer
5	*	8124472	8124990	enhancer
5	*	8125385	8125727	enhancer
5	*	8138006	8138116	enhancer
5	*	8171209	8171827	enhancer
5	*	8177334	8177612	enhancer
5	*	8205863	8206088	enhancer
5	*	8220474	8220871	enhancer
5	*	8221064	8221382	enhancer
5	*	8360931	8361362	enhancer
5	*	8376288	8376909	enhancer
5	*	8383364	8383597	enhancer
5	*	8389623	8390119	enhancer
5	*	8390743	8391052	enhancer
5	*	8403274	8403822	enhancer
5	*	8403846	8404088	enhancer
5	*	8405017	8405686	enhancer
5	*	8408622	8408966	enhancer
5	*	8409271	8409518	enhancer
5	*	8414268	8414515	enhancer
5	*	8425095	8425403	enhancer
5	*	8425436	8425660	enhancer
5	*	8445566	8446302	enhancer
5	*	8528526	8528673	enhancer
5	*	8529040	8529868	enhancer
5	*	8554664	8555030	enhancer
5	*	8557850	8558262	enhancer
5	*	8560846	8561157	enhancer
5	*	8561206	8561424	enhancer
5	*	8562356	8562600	enhancer
5	*	8578833	8578935	enhancer
5	*	8579070	8579782	enhancer
5	*	8582085	8582480	enhancer
5	*	8587175	8587551	enhancer
5	*	8654390	8654800	enhancer
5	*	8654857	8655176	enhancer
5	*	8655419	8655778	enhancer
5	*	8656546	8656830	enhancer
5	*	8674461	8674871	enhancer
5	*	8689344	8689768	enhancer
5	*	8699166	8699357	enhancer
5	*	8706441	8706713	enhancer
5	*	8709653	8709966	enhancer
5	*	8710062	8710547	enhancer
5	*	8711044	8711468	enhancer
5	*	8712816	8712965	enhancer
5	*	8713599	8713775	enhancer
5	*	8713937	8714378	enhancer
5	*	8725598	8726075	enhancer
5	*	8726468	8727153	enhancer
5	*	8730187	8730388	enhancer
5	*	8730783	8731141	enhancer
5	*	8731708	8732300	enhancer
5	*	8732992	8733235	enhancer
5	*	8764948	8765174	enhancer
5	*	8767916	8768080	enhancer
5	*	8768468	8768664	enhancer
5	*	8768993	8769336	enhancer
5	*	8771867	8772338	enhancer
5	*	8775950	8776947	enhancer
5	*	8861016	8861616	enhancer
5	*	8895507	8896016	enhancer
5	*	8911888	8912311	enhancer
5	*	8919488	8919798	enhancer
5	*	8921723	8921996	enhancer
5	*	8923130	8923728	enhancer
5	*	8992950	8993467	enhancer
5	*	8994519	8994906	enhancer
5	*	9003824	9003996	enhancer
5	*	9009737	9010122	enhancer
5	*	9043959	9044306	enhancer
5	*	9068836	9069087	enhancer
5	*	9132517	9132752	enhancer
5	*	9133173	9133584	enhancer
5	*	9162667	9163007	enhancer
5	*	9171783	9172196	enhancer
5	*	9172881	9173228	enhancer
5	*	9176644	9176988	enhancer
5	*	9296492	9296678	enhancer
5	*	9326764	9326902	enhancer
5	*	9327314	9327909	enhancer
5	*	9339517	9339756	enhancer
5	*	9355835	9355993	enhancer
5	*	9494589	9494914	enhancer
5	*	9496005	9496176	enhancer
5	*	9496281	9496747	enhancer
5	*	9534288	9534713	enhancer
5	*	9544397	9544509	enhancer
5	*	9550714	9550971	enhancer
5	*	9551486	9551856	enhancer
5	*	9575586	9576065	enhancer
5	*	9631059	9631812	enhancer
5	*	9645948	9646208	enhancer
5	*	9662789	9663554	enhancer
5	*	9818039	9818189	enhancer
5	*	9818328	9818492	enhancer
5	*	9850769	9851031	enhancer
5	*	9919002	9919242	enhancer
5	*	9933544	9933760	enhancer
5	*	9947342	9947857	enhancer
5	*	9965946	9966323	enhancer
5	*	9966483	9967414	enhancer
5	*	9977943	9978604	enhancer
5	*	10018514	10018952	enhancer
5	*	10030034	10030457	enhancer
5	*	10131523	10131875	enhancer
5	*	10165714	10166053	enhancer
5	*	10184611	10184904	enhancer
5	*	10262443	10263007	enhancer
5	*	10263180	10263658	enhancer
5	*	10287660	10288023	enhancer
5	*	10292418	10292792	enhancer
5	*	10296761	10297567	enhancer
5	*	10299001	10299310	enhancer
5	*	10349991	10350333	enhancer
5	*	10356088	10357067	enhancer
5	*	10451890	10452321	enhancer
5	*	10458879	10459317	enhancer
5	*	10639149	10639648	enhancer
5	*	10653605	10653961	enhancer
5	*	10656289	10656498	enhancer
5	*	10658821	10659147	enhancer
5	*	10659586	10660127	enhancer
5	*	10703913	10704476	enhancer
5	*	10800347	10800749	enhancer
5	*	10860921	10861358	enhancer
5	*	10876619	10876721	enhancer
5	*	11019067	11019383	enhancer
5	*	11310082	11310309	enhancer
5	*	11854632	11854775	enhancer
5	*	11873267	11873453	enhancer
5	*	11893841	11894031	enhancer
5	*	11916028	11916176	enhancer
5	*	11958115	11958263	enhancer
5	*	11963769	11963860	enhancer
5	*	12048060	12048149	enhancer
5	*	12061325	12061572	enhancer
5	*	12062609	12062921	enhancer
5	*	12586498	12586819	enhancer
5	*	12601931	12602196	enhancer
5	*	12618810	12619264	enhancer
5	*	12619820	12620249	enhancer
5	*	12680549	12680886	enhancer
5	*	13231257	13231518	enhancer
5	*	13473936	13474123	enhancer
5	*	13559753	13560218	enhancer
5	*	13580138	13580296	enhancer
5	*	13612395	13612930	enhancer
5	*	13613981	13614706	enhancer
5	*	13773729	13773934	enhancer
5	*	13805811	13806167	enhancer
5	*	13891682	13891915	enhancer
5	*	13899196	13899389	enhancer
5	*	13920794	13921103	enhancer
5	*	13987396	13987756	enhancer
5	*	13988589	13988957	enhancer
5	*	14005308	14005631	enhancer
5	*	14047208	14047648	enhancer
5	*	14066146	14066321	enhancer
5	*	14066475	14066856	enhancer
5	*	14198189	14198473	enhancer
5	*	14218198	14218492	enhancer
5	*	14247623	14248072	enhancer
5	*	14551913	14552343	enhancer
5	*	14585911	14586286	enhancer
5	*	14586441	14586933	enhancer
5	*	14602209	14602502	enhancer
5	*	14609777	14610028	enhancer
5	*	14710911	14711246	enhancer
5	*	14714663	14714916	enhancer
5	*	14744843	14745157	enhancer
5	*	14755338	14756054	enhancer
5	*	14910135	14910400	enhancer
5	*	14914891	14915273	enhancer
5	*	14915888	14916177	enhancer
5	*	14916567	14916998	enhancer
5	*	14918509	14918780	enhancer
5	*	14938703	14939008	enhancer
5	*	14939416	14939612	enhancer
5	*	14939817	14940021	enhancer
5	*	14940090	14940330	enhancer
5	*	14998254	14998848	enhancer
5	*	15004011	15004473	enhancer
5	*	15012510	15012833	enhancer
5	*	15020703	15021020	enhancer
5	*	15055792	15056458	enhancer
5	*	15089660	15089786	enhancer
5	*	15112886	15113042	enhancer
5	*	15126588	15126766	enhancer
5	*	15128907	15129263	enhancer
5	*	15137053	15137552	enhancer
5	*	15163454	15163617	enhancer
5	*	15170239	15170494	enhancer
5	*	15180938	15181132	enhancer
5	*	15216935	15217496	enhancer
5	*	15217664	15217983	enhancer
5	*	15230684	15230986	enhancer
5	*	15248978	15249670	enhancer
5	*	15252778	15253101	enhancer
5	*	15253895	15254634	enhancer
5	*	15306900	15307179	enhancer
5	*	15307413	15307809	enhancer
5	*	15342737	15342973	enhancer
5	*	15376489	15376700	enhancer
5	*	15376841	15377308	enhancer
5	*	15390875	15391111	enhancer
5	*	15431425	15431553	enhancer
5	*	15472653	15473016	enhancer
5	*	15486373	15486588	enhancer
5	*	15526689	15526986	enhancer
5	*	15534633	15534800	enhancer
5	*	15562607	15562933	enhancer
5	*	15594493	15594705	enhancer
5	*	15601847	15602003	enhancer
5	*	15602249	15602559	enhancer
5	*	15603643	15604348	enhancer
5	*	15629827	15630254	enhancer
5	*	15630634	15631629	enhancer
5	*	15632325	15632887	enhancer
5	*	15636067	15636301	enhancer
5	*	15711670	15712135	enhancer
5	*	15763282	15763399	enhancer
5	*	15862969	15863606	enhancer
5	*	15876139	15876428	enhancer
5	*	15909414	15910053	enhancer
5	*	15913751	15914351	enhancer
5	*	15915961	15916156	enhancer
5	*	15917328	15917465	enhancer
5	*	15918630	15918861	enhancer
5	*	15953243	15953401	enhancer
5	*	15954435	15954902	enhancer
5	*	15955245	15955602	enhancer
5	*	16047937	16048205	enhancer
5	*	16055631	16055974	enhancer
5	*	16058861	16059793	enhancer
5	*	16087727	16088033	enhancer
5	*	16091689	16091847	enhancer
5	*	16117312	16117508	enhancer
5	*	16131300	16131609	enhancer
5	*	16203680	16204000	enhancer
5	*	16206487	16207389	enhancer
5	*	16207669	16207987	enhancer
5	*	16270453	16270647	enhancer
5	*	16274870	16275309	enhancer
5	*	16327879	16328041	enhancer
5	*	16328315	16328806	enhancer
5	*	16333232	16334061	enhancer
5	*	16372062	16372325	enhancer
5	*	16386633	16387165	enhancer
5	*	16387535	16387689	enhancer
5	*	16388480	16388860	enhancer
5	*	16389564	16389912	enhancer
5	*	16412067	16412383	enhancer
5	*	16464712	16465159	enhancer
5	*	16466382	16466625	enhancer
5	*	16524389	16524865	enhancer
5	*	16567406	16567724	enhancer
5	*	16568177	16568593	enhancer
5	*	16568860	16569051	enhancer
5	*	16569140	16569373	enhancer
5	*	16573918	16574233	enhancer
5	*	16574380	16574648	enhancer
5	*	16575543	16575881	enhancer
5	*	16576463	16576871	enhancer
5	*	16577030	16577409	enhancer
5	*	16582503	16582980	enhancer
5	*	16584363	16584655	enhancer
5	*	16665048	16665335	enhancer
5	*	16714118	16714509	enhancer
5	*	16714871	16715004	enhancer
5	*	16725373	16725985	enhancer
5	*	16772487	16772753	enhancer
5	*	16858824	16859076	enhancer
5	*	16863607	16864075	enhancer
5	*	16952949	16953275	enhancer
5	*	17026561	17027022	enhancer
5	*	17071457	17072446	enhancer
5	*	17079539	17079727	enhancer
5	*	17080701	17080978	enhancer
5	*	17083420	17083763	enhancer
5	*	17111331	17111764	enhancer
5	*	17115473	17115579	enhancer
5	*	17115848	17116090	enhancer
5	*	17141242	17141846	enhancer
5	*	17142486	17143123	enhancer
5	*	17197669	17197939	enhancer
5	*	17280301	17280510	enhancer
5	*	17281415	17281613	enhancer
5	*	17314979	17315458	enhancer
5	*	17326146	17326434	enhancer
5	*	17374924	17375181	enhancer
5	*	17393233	17393304	enhancer
5	*	17413085	17413296	enhancer
5	*	17436674	17437425	enhancer
5	*	17446933	17447175	enhancer
5	*	17447616	17447898	enhancer
5	*	17449193	17449373	enhancer
5	*	17495092	17495258	enhancer
5	*	17498666	17498960	enhancer
5	*	17524737	17525059	enhancer
5	*	17551585	17552038	enhancer
5	*	17576789	17577053	enhancer
5	*	17607041	17607230	enhancer
5	*	17607960	17608422	enhancer
5	*	17638146	17638436	enhancer
5	*	17638854	17639196	enhancer
5	*	17639373	17639801	enhancer
5	*	17646647	17647128	enhancer
5	*	17647725	17647905	enhancer
5	*	17648272	17648546	enhancer
5	*	17648620	17648965	enhancer
5	*	17651645	17651929	enhancer
5	*	17653384	17653519	enhancer
5	*	17655609	17656313	enhancer
5	*	17656441	17656811	enhancer
5	*	17738341	17738476	enhancer
5	*	17767110	17767502	enhancer
5	*	17789836	17790337	enhancer
5	*	17790375	17790912	enhancer
5	*	17790976	17791097	enhancer
5	*	17792584	17793259	enhancer
5	*	17807476	17807789	enhancer
5	*	17807868	17808096	enhancer
5	*	17828657	17829564	enhancer
5	*	17870784	17871021	enhancer
5	*	17871319	17871702	enhancer
5	*	17889590	17890453	enhancer
5	*	17905392	17906034	enhancer
5	*	17975177	17975380	enhancer
5	*	17992459	17992592	enhancer
5	*	18017939	18018393	enhancer
5	*	18023264	18023761	enhancer
5	*	18027393	18027599	enhancer
5	*	18028203	18028359	enhancer
5	*	18028390	18028655	enhancer
5	*	18029076	18029319	enhancer
5	*	18062659	18062900	enhancer
5	*	18062948	18063201	enhancer
5	*	18082676	18083429	enhancer
5	*	18095067	18095336	enhancer
5	*	18210309	18210766	enhancer
5	*	18213373	18214284	enhancer
5	*	18215585	18216207	enhancer
5	*	18220360	18220638	enhancer
5	*	18220991	18221786	enhancer
5	*	18231491	18231795	enhancer
5	*	18238702	18239041	enhancer
5	*	18293391	18293694	enhancer
5	*	18293825	18294136	enhancer
5	*	18310835	18311069	enhancer
5	*	18376467	18377072	enhancer
5	*	18377658	18377863	enhancer
5	*	18378397	18379328	enhancer
5	*	18415830	18416304	enhancer
5	*	18429043	18429344	enhancer
5	*	18429439	18430383	enhancer
5	*	18430730	18431047	enhancer
5	*	18439715	18439990	enhancer
5	*	18483870	18484607	enhancer
5	*	18505314	18505467	enhancer
5	*	18508044	18508229	enhancer
5	*	18514276	18514602	enhancer
5	*	18522001	18522299	enhancer
5	*	18538226	18538840	enhancer
5	*	18556501	18556866	enhancer
5	*	18574004	18574307	enhancer
5	*	18574825	18575466	enhancer
5	*	18580632	18581055	enhancer
5	*	18583167	18583581	enhancer
5	*	18592902	18593188	enhancer
5	*	18661454	18661800	enhancer
5	*	18689023	18689383	enhancer
5	*	18701806	18702218	enhancer
5	*	18741868	18742349	enhancer
5	*	18752836	18753153	enhancer
5	*	18890819	18891139	enhancer
5	*	18902971	18903199	enhancer
5	*	18912339	18912467	enhancer
5	*	18926606	18927058	enhancer
5	*	18947935	18948240	enhancer
5	*	18982082	18982618	enhancer
5	*	18982732	18983339	enhancer
5	*	18983476	18983787	enhancer
5	*	18997336	18997827	enhancer
5	*	18998755	18999130	enhancer
5	*	18999862	19000249	enhancer
5	*	19078917	19080046	enhancer
5	*	19092442	19093039	enhancer
5	*	19100392	19100501	enhancer
5	*	19103102	19103739	enhancer
5	*	19104566	19104811	enhancer
5	*	19109550	19109852	enhancer
5	*	19111072	19111421	enhancer
5	*	19118045	19118360	enhancer
5	*	19133597	19133979	enhancer
5	*	19142602	19142875	enhancer
5	*	19176571	19176979	enhancer
5	*	19219201	19219680	enhancer
5	*	19220814	19221133	enhancer
5	*	19236261	19237041	enhancer
5	*	19246345	19246609	enhancer
5	*	19276875	19277261	enhancer
5	*	19292300	19292760	enhancer
5	*	19327384	19327797	enhancer
5	*	19395018	19395346	enhancer
5	*	19395429	19395999	enhancer
5	*	19402542	19402988	enhancer
5	*	19432329	19432689	enhancer
5	*	19451497	19451694	enhancer
5	*	19452807	19453046	enhancer
5	*	19507282	19507808	enhancer
5	*	19532365	19532574	enhancer
5	*	19537064	19537233	enhancer
5	*	19645703	19646347	enhancer
5	*	19744016	19744157	enhancer
5	*	19784987	19785439	enhancer
5	*	19810225	19810877	enhancer
